regime,file,generation,epistasis_class,column,slope,intercept,r,r2,p_value,n_points
mig0,sim_mig0_rep0029.tsv,8,DI,DI_2,-0.02102979721131366,31.698447562218018,-0.004652678549474095,2.1647417684736368e-05,0.9844680667217542,20
mig0,sim_mig0_rep0029.tsv,8,DRE,DRE_1,2.9153639328008345,35.26198877305668,0.43263427281837824,0.18717241401708692,0.056750320928493005,20
mig0,sim_mig0_rep0029.tsv,8,DRE,DRE_2,2.863220408598148,34.639294861468805,0.6201973285910151,0.3846447263914315,0.0035311118470737857,20
mig0,sim_mig0_rep0029.tsv,8,DDE,DDE_1,2.02853585310996,44.75835055010242,0.49009097736315094,0.24018916609276852,0.028260681596357015,20
mig0,sim_mig0_rep0029.tsv,8,DDE,DDE_2,0.7220467053898622,41.44355147577622,0.1618571404776837,0.02619773392361264,0.49539325291379344,20
mig0,sim_mig0_rep0029.tsv,8,PO,PO_1,3.842347024216433,40.72231520450483,0.685799957557471,0.47032158178582906,0.0008438419529783199,20
mig0,sim_mig0_rep0029.tsv,8,PO,PO_2,3.1484072724420087,47.02510477037862,0.7299543907004103,0.5328334125028074,0.00025868926986856363,20
mig0,sim_mig0_rep0029.tsv,8,NE,NE_1,-2.2603811180689153,58.60225746878289,-0.4218261431495852,0.17793729504445435,0.0639477782536463,20
mig0,sim_mig0_rep0029.tsv,8,NE,NE_2,-3.399938415827553,66.49012590785208,-0.7039377987375539,0.49552842449147294,0.0005324320516868637,20
mig0,sim_mig0_rep0029.tsv,9,RE,RE_1,1.7540789676987283,55.445729494560084,0.32926117466257165,0.10841292114017652,0.1563138657693749,20
mig0,sim_mig0_rep0029.tsv,9,RE,RE_2,3.1930244986181964,31.20853802610189,0.6339278015859346,0.40186445762357614,0.0026872323238490282,20
mig0,sim_mig0_rep0029.tsv,9,DE,DE_1,3.121615151219675,33.886875964224274,0.4835347079171766,0.23380581376054932,0.03077555197803,20
mig0,sim_mig0_rep0029.tsv,9,DE,DE_2,3.782214987571481,32.59502304762912,0.6972990585043155,0.48622597699100484,0.0006325707409582852,20
mig0,sim_mig0_rep0029.tsv,9,DI,DI_1,0.2678740598815634,31.386856128871795,0.056561997742090184,0.003199259588576215,0.8127696487274727,20
mig0,sim_mig0_rep0029.tsv,9,DI,DI_2,-0.890098623767749,55.7072300398338,-0.18892077687248857,0.03569105993410461,0.4250442193539675,20
mig0,sim_mig0_rep0029.tsv,9,DRE,DRE_1,2.0706278759032637,57.31949552892037,0.4117505814787911,0.1695385413481226,0.07125807851949295,20
mig0,sim_mig0_rep0029.tsv,9,DRE,DRE_2,3.463427553055185,27.2268476777124,0.6064110772583174,0.3677343946215931,0.004588745665424328,20
mig0,sim_mig0_rep0029.tsv,9,DDE,DDE_1,-0.3098616580411253,57.915078093577534,-0.06340718456313822,0.004020471054223874,0.7905674434429484,20
mig0,sim_mig0_rep0029.tsv,9,DDE,DDE_2,0.8805158741404284,53.16677732731296,0.17285146256813594,0.0298776281119437,0.4661518665469798,20
mig0,sim_mig0_rep0029.tsv,9,PO,PO_1,2.898257510269542,41.86587479225982,0.5391566408103616,0.2906898833299133,0.014161169887623835,20
mig0,sim_mig0_rep0029.tsv,9,PO,PO_2,0.7570439014542736,62.551502413684744,0.12466742414746794,0.015541966643564673,0.6005002595826977,20
mig0,sim_mig0_rep0029.tsv,9,NE,NE_1,-3.3158094633633777,59.70503985528364,-0.5552756265011543,0.30833102138624935,0.011035410722989749,20
mig0,sim_mig0_rep0029.tsv,9,NE,NE_2,-0.12105545811100824,26.656221628342585,-0.02906900193972426,0.0008450068737716928,0.9031722869465749,20
mig0,sim_mig0_rep0029.tsv,10,RE,RE_1,1.7047914350203872,66.49034792235702,0.23299415101266674,0.054286274406113354,0.32286715745616457,20
mig0,sim_mig0_rep0029.tsv,10,RE,RE_2,0.024325353293001176,61.06013967829749,0.0056964812688498285,3.244989884635695e-05,0.9809841110971668,20
mig0,sim_mig0_rep0029.tsv,10,DE,DE_1,1.6185837406456518,46.79977437472638,0.3198630184670791,0.10231235058287098,0.16919252759420098,20
mig0,sim_mig0_rep0029.tsv,10,DE,DE_2,1.0856708097398906,36.948505003055516,0.25403126165864187,0.06453188189988138,0.2798013560082306,20
mig0,sim_mig0_rep0029.tsv,10,DI,DI_1,-0.1330599615838154,51.26738196045156,-0.021449070023192643,0.00046006260485982126,0.9284806785168327,20
mig0,sim_mig0_rep0029.tsv,10,DI,DI_2,-0.9906643249967495,46.120405620493486,-0.1898079931093306,0.036027074248191696,0.4228326437753327,20
mig0,sim_mig0_rep0029.tsv,10,DRE,DRE_1,-1.2297604549973045,68.54777831007755,-0.2743139290389427,0.07524813166478209,0.24184035368773021,20
mig0,sim_mig0_rep0029.tsv,10,DRE,DRE_2,5.002905883883583,32.908990346687865,0.7682916780378811,0.5902721025422631,7.606119936974763e-05,20
mig0,sim_mig0_rep0029.tsv,10,DDE,DDE_1,-0.1428113310911787,58.69268757227719,-0.025175174139462835,0.0006337893929522783,0.9160952834883571,20
mig0,sim_mig0_rep0029.tsv,10,DDE,DDE_2,0.9826142395214464,61.24442149415059,0.25318497799013395,0.06410263307986461,0.28146129876041565,20
mig0,sim_mig0_rep0029.tsv,10,PO,PO_1,2.6860140781167234,47.700833291665376,0.5381336457249116,0.2895878206611847,0.014381367009364798,20
mig0,sim_mig0_rep0029.tsv,10,PO,PO_2,3.2111726137195418,42.39472429864845,0.5989751649189877,0.35877124818972855,0.005259972120989717,20
mig0,sim_mig0_rep0029.tsv,10,NE,NE_1,0.5767852798854561,43.731231695282816,0.06002934291451976,0.0036035220107490033,0.8015050952391788,20
mig0,sim_mig0_rep0029.tsv,10,NE,NE_2,-3.2984033697856976,64.61697843730137,-0.5753877084295529,0.3310710150118122,0.007944558805603017,20
mig0,sim_mig0_rep0040.tsv,1,RE,RE_1,5.3268767847218905,18.545173836171976,0.6985260529731364,0.48793864668222897,0.0006129468758673515,20
mig0,sim_mig0_rep0040.tsv,1,RE,RE_2,4.474853264145149,30.47231704109869,0.653456994203062,0.42700604327290065,0.001781347758359613,20
mig0,sim_mig0_rep0040.tsv,1,DE,DE_1,3.58406316139829,38.23625320202725,0.6732902529044447,0.45331976465613105,0.001138548234129491,20
mig0,sim_mig0_rep0040.tsv,1,DE,DE_2,2.7433084623695363,43.4284124051768,0.5193795862104769,0.26975515457216614,0.018930596617920924,20
mig0,sim_mig0_rep0040.tsv,1,DI,DI_1,-0.4455937495558844,50.29419366421664,-0.08466601430338273,0.00716833397802061,0.7226676114242516,20
mig0,sim_mig0_rep0040.tsv,1,DI,DI_2,-2.206623717974671,58.451448281492816,-0.365726320965695,0.13375574184710257,0.11279071997956137,20
mig0,sim_mig0_rep0040.tsv,1,DRE,DRE_1,0.3942564647241216,54.362614530696874,0.07347926193320395,0.005399201934248395,0.7581838340344257,20
mig0,sim_mig0_rep0040.tsv,1,DRE,DRE_2,2.03554104760806,49.07148419929687,0.2807197392026253,0.07880357197798996,0.23057671584472625,20
mig0,sim_mig0_rep0040.tsv,1,DDE,DDE_1,0.11213607408738288,55.574535796774626,0.02393893170601646,0.0005730724512253201,0.920202569128522,20
mig0,sim_mig0_rep0040.tsv,1,DDE,DDE_2,-0.8484469694651686,58.17527881122844,-0.19224099871328484,0.03695660158628118,0.4167995742291355,20
mig0,sim_mig0_rep0040.tsv,1,PO,PO_1,3.6953369015718938,34.38206688480238,0.5478339377463189,0.3001220233466377,0.012400462496462808,20
mig0,sim_mig0_rep0040.tsv,1,PO,PO_2,4.501367121916495,28.261026481485757,0.6444933533323437,0.41537168248956924,0.0021587605796143487,20
mig0,sim_mig0_rep0040.tsv,1,NE,NE_1,-1.6991361857533007,48.750441239354046,-0.2659386796159548,0.07072338131587745,0.2570915706927205,20
mig0,sim_mig0_rep0040.tsv,1,NE,NE_2,-2.517990975286,62.377129207051794,-0.34677235887901375,0.12025106888251551,0.13416190551833396,20
mig0,sim_mig0_rep0040.tsv,2,RE,RE_1,2.297525203991838,38.74840388114539,0.29820151451942567,0.08892414326167924,0.20159460588824957,20
mig0,sim_mig0_rep0040.tsv,2,RE,RE_2,2.541421031028411,47.13600666780704,0.5128435122706878,0.2630084680781351,0.020761833941704343,20
mig0,sim_mig0_rep0040.tsv,2,DE,DE_1,2.3832215785354705,35.80175906168486,0.5897705138861932,0.3478292590495844,0.006200869506660467,20
mig0,sim_mig0_rep0040.tsv,2,DE,DE_2,2.111691961479769,46.16457845241634,0.3582818427219435,0.12836587882423148,0.12087000253898121,20
mig0,sim_mig0_rep0040.tsv,2,DI,DI_1,-3.0708034934463595,66.85179332294193,-0.5378438864667126,0.289276046209618,0.014444235149278934,20
mig0,sim_mig0_rep0040.tsv,2,DI,DI_2,-1.8372752927611218,49.810273246745695,-0.3427656153935587,0.117488267096125,0.13902240390358814,20
mig0,sim_mig0_rep0040.tsv,2,DRE,DRE_1,1.614991918889243,57.2590039987968,0.3641445455736354,0.13260125007102944,0.11447391033999472,20
